M-ID,SMILE,P1,P2,P3,P4,P5
M388285,CCOC(=O)N/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C(C)(C)C)C(=O)[C@H]12,0,0,0,0,0
M538681,N[C@H](CCCCCP(=O)(O)O)C(=O)O,0,0,0,0,0
M117094,c1cc2c(cc1C(N1CCNCC1)N1CCNCC1)OCO2,0,0,0,0,0
M712972,CC(C)[C@H](/N=C\c1ccccc1O)C(=O)O,0,0,0,0,0
M856875,CN(CC(=O)O)CC(=O)O,0,0,0,0,0
M619859,O=S(=O)(/N=C(\Sc1ccccc1)c1ccccc1)c1ccc(Cl)cc1,1,1,1,0,0
M292526,CC(C)(C)NC[C@H](O)COc1cccc2c1C[C@@H](O)[C@@H](O)C2,0,0,0,0,0
M135156,Cc1sc(CO)c(Sc2ccccc2)c1C(=O)O,0,0,0,0,0
M868936,NS(=O)(=O)c1ccc(NCc2cnc3ccccc3n2)cc1,0,0,0,0,0
M480100,Cc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,0,0,0,0,0
M247182,COc1cccc(-c2nccc(N(C)Cc3ccco3)n2)c1,1,1,0,1,1
M636899,O=C(c1ccc(C(F)(F)F)cc1)c1c[nH]c(C(=O)NCCCn2ccnc2)c1,1,1,1,1,1
M526802,O=C(Nc1nnc(CCS(=O)(=O)c2ccc(Br)cc2)s1)c1ccc([N+](=O)[O-])cc1,0,0,0,0,0
M914953,CC12CCC(C(=O)N(NC(=O)c3ccc(O)cc3)C1=O)C2(C)C,0,0,1,0,0
M320068,Cc1noc(C)c1-c1ccc2ncnc(N3CCN(C)CC3)c2c1,1,0,0,0,1
M482963,C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N([C@@H](C)c3ccccc3)C(=O)[C@H]12,0,0,0,0,1
M835102,NC(=O)C/C=C\CC(N)=O,0,0,0,0,0
M439649,C[S@](=N)(=O)CC[C@H](N)P(=O)(O)O,0,0,0,0,0
M929931,O=C(O)c1cc(O)nc(SCc2ccccc2)n1,0,0,0,0,0
M998747,CC(C)NC[C@H](O)COc1cccc2ccccc12,1,0,0,1,0
M690533,CCCN1CCC[C@H](c2cccc(O)c2)C1,0,0,0,0,0
M925737,COc1ccccc1-c1nccc(NCc2cccc(C)c2)n1,1,1,0,1,1
M478981,COc1ccc2nccc(C(=O)O)c2c1,0,0,0,0,0
M486535,COc1cccc(-c2cc(C(=O)N/N=C/c3ccc(OC)c(COC(C)=O)c3)c3ccccc3n2)c1,0,1,1,0,1
M513176,CC1(C)COCN1COC1CCCCC1,0,0,0,0,0
M176955,CC1(C)OC(C(N)=O)C(C(N)=O)O1,0,0,0,0,0
M352298,O=C(NCCCn1ccnc1)Nc1ccc(Cl)cc1,1,1,1,1,1
M932693,CCC1(C)Nc2ccccc2C(=O)N1O,0,0,0,0,0
M726547,Cc1ncc(N=Nc2ccccc2Cl)c(-c2ccccc2)n1,1,1,1,0,0
M515858,N=C(N)NC(=N)Nc1c(F)c(F)c(F)c(F)c1F,0,0,0,0,0
M784084,C(=N/C12CN3CN(CN(C3)C1)C2)\c1cccs1,0,0,0,0,0
M295982,COC(=O)C1(CC(C)C)C=C2C(=C(C)C(=O)C2C)CN1,0,0,0,0,0
M332235,CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,0,0,0,0,0
M696265,CC(C)CO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@H]1C(=O)N(c3ccc(F)cc3F)C(=O)[C@H]21,0,0,0,0,0
M876542,Nc1c(OCC(=O)O)ccc2cc(S(=O)(=O)O)ccc12,0,0,0,0,0
M317864,Cc1ccc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccccn3)C2=O)cc1,1,1,1,0,0
M595466,Nc1nc(Br)c2ccccc2c1-c1ccc(F)cc1,1,1,0,0,1
M896300,CCOc1cc(C)c(S(=O)(=O)Nc2ccc3c[nH]nc3c2)cc1C,1,1,1,1,1
M322054,CN1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,0,0,0,0,0
M115490,CN(C)S(=O)(=O)Oc1ccc(Cl)cc1C(=O)Nc1cccc(C(F)(F)F)c1,1,1,1,0,1
M816841,CCN1C(=O)[C@H]2CC[C@@H]3/C(=N\OC/C=C(\C)CCC=C(C)C)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M365207,Cc1cnc(CNc2ncnc3ccc(-c4ccccc4C#N)cc23)cn1,1,0,0,0,1
M776155,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,0,0,0,1,0
M465331,CCOC(=O)CC1=C(C(=O)OCC)C2(C(=O)N1CC(=O)OC)C(C#N)=C(N)Oc1ccccc12,0,0,0,0,1
M795454,CCCNC(=S)Nc1ccc(Br)cc1,1,1,1,0,0
M683040,Cc1noc(C)c1C(=O)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,0,0,0,0,0
M110548,COc1ccc(Br)cc1C(=O)Nc1ccc(Cc2ccncc2)cc1,1,1,1,1,1
M845979,Cc1cccc(Cl)c1NC[C@H](O)CN1CCN(C)CC1,0,0,0,0,0
M799771,COCC(=O)N1CCC2(CC1)CN(C(=O)Nc1ccc(OC)cc1)C2,0,0,0,0,0
M158174,COc1cc([C@@H](O)CN)ccc1O,0,0,0,0,0
M672014,CC1Cc2ccccc2N1C(=O)C1CCCN(S(=O)(=O)c2cccc3nsnc23)C1,1,1,1,0,1
M893595,Cc1ccc(C)c(C(=O)COC(=O)c2ccccc2N2C(=O)C3C4CCC(C4)C3C2=O)c1,0,1,1,0,1
M809673,COc1cc([C@H]2SCCCCCCCCCCS[C@@H](c3ccc(O)c(OC)c3)SCCCCCCCCCCS2)ccc1O,0,0,0,0,0
M323907,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,0,0,0,0
M944084,CC(=O)C[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(C)C,0,0,0,0,0
M169804,CC(C)[C@@H](OCc1ccccc1)[C@H](C)/C=N\O[C@@H](C)c1cn([C@@H]2COC[C@@H]2O)nn1,0,0,0,0,0
M629757,O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1csnn1)CC2,0,0,0,0,0
M416053,OCCNc1nc2ccccc2[nH]1,0,0,0,0,0
M438489,Nc1nccc(Nc2ccc(S(N)(=O)=O)cc2)n1,0,0,0,0,0
M187907,Cc1ccnc(N)c1,0,0,0,0,0
M992474,COc1ccc(CCCOc2cc(CCn3ccnc3)ccc2OC)cc1,1,1,1,1,1
M283108,CN[C@@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@@H](O)[C@@H]3O)O[C@H]2[C@H]1O,0,0,0,0,0
M754730,CC[N+](CC)(CC)CC,0,0,0,0,0
M275651,CC(C)NC1(C(N)=O)CCN(Cc2ccccc2)CC1,0,0,0,1,0
M175825,O=C(Nc1ccc2nc(SCc3ccc(Cl)cc3)sc2c1)c1ccccc1C(=O)N1CCOCC1,0,1,0,0,1
M664270,COCC(=O)N1CCC[C@@]2(CCN(c3ccccn3)C2)C1,0,0,0,0,0
M799995,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCc4c[nH]c5ccc(O)cc45)c3C[C@H]2CN1C(=O)c1ccccc1,0,1,1,0,1
M100908,COc1ccc2[nH]cc(CCNc3ccnc(-c4ccc5c(c4)OCO5)n3)c2c1,1,1,0,1,1
M756643,Nc1nc(Sc2ccc([N+](=O)[O-])c3nonc23)c2nc[nH]c2n1,0,1,1,0,0
M495367,COC(=O)C(C(=O)OC)[C@@H]1CCCC(=O)C1,0,0,0,0,0
M135580,c1ccc(NCCSc2nc3ccccc3s2)cc1,1,1,0,0,0
M628151,C[C@@](N)(Cc1c[nH]c2ccccc12)C(=O)O,0,0,0,0,0
M467324,C[C@@H]1CCN=C(N)S1,0,0,0,0,0
M915203,CN(C)c1ncc(S(=O)(=O)c2ccccc2)c(-c2ccc(Cl)cc2Cl)n1,0,1,1,0,1
M845083,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,1,0,0,1,0
M135262,COc1cc(NC(=N)NC(=N)N)c2ncccc2c1,1,0,0,0,0
M368738,Cc1nn(Cc2c(F)c(F)c(F)c(F)c2F)c(C)c1NC(=O)c1c(-c2ccccc2)nn(-c2ccccc2)c1C,0,1,1,0,1
M197101,COC(Cn1c(C)c(C(C)=O)c(C(C)=O)c1C)OC,0,0,0,0,0
M679811,COCC(=O)N1CCC2(CCCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)CC1,0,0,0,0,1
M590036,CN(CCO)Cc1ncccc1O,0,0,0,0,0
M612139,CO[C@H]1COC(=O)CC=C[C@H](C)[C@@H](OC)COC(=O)[C@@H](C)NC(=O)CC=C[C@@H]1C,0,0,0,0,0
M539558,O=C(NCC1CCCO1)C1CCN(S(=O)(=O)N2CCCC2)CC1,0,0,0,0,0
M644488,O=C1C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]1CC[C@H]1C(=O)N(C3CCCCC3)C(=O)[C@H]12,0,0,0,0,0
M588101,COc1cccc(-c2nccc(-n3ccnc3)n2)c1,1,1,0,1,1
M472430,COc1cccc2c1OC1(C)CC2/C(=C(\C)O)C(=O)N1,0,0,0,0,0
M943898,CCOC(=O)N/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@H]1CC[C@H]1C(=O)N(c3ccc(F)cc3F)C(=O)[C@H]21,0,0,0,0,0
M168604,Cc1ccc2nc(N/N=C/c3ccccc3C#N)nc(-c3ccccc3)c2c1,1,1,1,1,1
M615026,CCN1C(=O)[C@H]2CC[C@H]3/C(=N\OC)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M620067,CN1C(=O)CCS(=O)(=O)[C@@H]1c1ccc(Cl)cc1,0,0,0,0,0
M408178,O=C(O)COCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0,0,0,0,0
M847609,CC(C)CN1CC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,0,0,0,1,0
M670196,CCN1C(=O)[C@H]2CC[C@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M573575,CC(C)CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@@H]12,0,0,0,0,0
M829730,Cc1nn(CC(=O)NCCN2CCOCC2)c(C)c1[N+](=O)[O-],0,0,0,0,0
M644408,Cc1nc2c(ccc3nc(NC(=O)c4ccc5c(c4)OCCO5)sc32)s1,1,1,1,0,1
M298135,Cc1cc(C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)c(C)s1,0,1,1,0,1
M684118,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3[nH]c4ccccc4c3C(C)C)cc2)cc1OC,0,1,0,0,1
M856449,CC(C)CO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@H]1CC[C@H]1C(=O)N(c3ccc(F)cc3F)C(=O)[C@H]21,0,0,0,0,0
M713751,Cc1cccc(N2CCN(c3ccc(NC(=O)/C=C(/C(=O)O)c4ccccc4)cc3)CC2)c1,0,1,0,0,0
M537889,CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2ccncc2)ccc1Cl,1,1,1,1,1
M196174,CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(N4CCOCC4)c3c2)c1,1,0,0,0,1
M931747,N#Cc1ccc(CN2CC3(CCN(C(=O)c4csnn4)CC3)C2)cc1,0,0,0,0,0
M180971,CCNC(=S)N1CC(C)OC(C)C1,0,0,0,0,0
M310321,O=C(O)c1cccc2cccc(-c3cccc4cccc(C(=O)O)c34)c12,0,0,0,0,0
M608345,COCCN1C(=O)C(O)=C(C(=O)c2cccc(OC)c2)C1c1ccco1,0,0,0,0,0
M869482,NC(=O)C[C@H](N)C(N)=O,0,0,0,0,0
M134839,Cc1c2c(nc3ccccc13)OCC2,1,0,0,0,0
M910673,C=C[C@@]12CN(C)[C@@H]3[C@@H]4CO[C@H](C[C@@H]41)[C@]1(C(=O)Nc4ccccc41)[C@H]32,0,0,0,0,0
M175159,CN(C)C(=O)/N=N\C(=O)N(C)C,0,0,0,0,0
M540396,CNC[C@H](O)c1ccc(O)c(OC)c1,0,0,0,0,0
M933050,O=C1[C@H]2CC[C@@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C(=O)N1C[C@@H]1CCCO1,0,0,0,0,0
M618854,O=C(c1csnn1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0,0,0,1,0
M167881,CCNC(=S)NS(=O)(=O)c1ccccc1,0,0,0,0,0
M679131,COC(=O)CSc1cc(C(F)(F)F)nc(-c2ccccn2)n1,1,0,0,0,0
M652206,COc1cc([C@H](O)C(=O)O)ccc1O,0,0,0,0,0
M413647,C[C@@H]1c2cccc(O)c2C(=O)C2=C(O)[C@@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,0,0,0,0,0
M456245,COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3C)c2c1,1,1,1,1,1
M646558,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@@]12C,0,0,0,0,0
M422411,CC(C)NC(=O)N1CC2(CCN(C(=O)c3cccn3C)CC2)C1,0,0,0,0,0
M101701,CC(C)OC(=O)C(CC(=O)O)N1CCOCC1,0,0,0,0,0
M115060,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@]5(C)C[C@H](O)[C@@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,0,0,0,0,0
M448749,Oc1ccc(Cn2c(-c3ccc(O)cc3)nc3ccccc32)cc1,0,0,0,0,0
M644817,COCCn1c(C(=O)N2CCCC2)cc2c1C[C@H]1CN(C(=O)c3ccccc3)[C@@](Cc3ccccc3)(C(=O)OC)[C@@H]21,0,1,1,0,1
M958265,O=C1C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]1CC[C@H]1C(=O)N(C[C@@H]3CCCO3)C(=O)[C@H]12,0,0,0,0,0
M427260,O=C(O)Cc1cc2ccccc2nc1C(=O)O,0,0,0,0,0
M201394,CC[C@H](C)[C@@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,0,0,0,0,0
M356093,Cc1ccc(N2CCN(C(=O)c3ccccc3NC(=O)/C=C\C(=O)O)CC2)cc1,0,1,1,0,0
M884457,COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1,0,0,0,0,0
M324755,COC(=O)C1=C(C)NC(=O)NC1c1ccsc1,0,0,0,0,0
M632918,O=C(O)COc1c(Cl)cc(Cl)c2cccnc12,0,0,0,0,0
M717578,CC(C)(C)C1CCC2(CC1)NC(CO)(CO)CO2,0,0,0,0,0
M994320,C#CCOC(=O)[C@H](N)CC(N)=O,0,0,0,0,0
M711364,CCOC(=O)c1c(C)[nH]c(C(=O)CSc2nnc(-c3cccs3)n2Cc2ccccc2)c1C,1,1,1,1,1
M964397,Oc1cc(CF)nc(S)n1,0,0,0,0,0
M108118,C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@@H]3CC[C@H](C(=O)COS(=O)(=O)c4ccc(Br)cc4)[C@]3(C)CC[C@H]12,0,0,0,0,0
M265568,COc1cc(C2C(=O)N(C3CCCC3)CC(=O)N2Cc2ccco2)ccc1OC(C)C,0,1,1,0,1
M505422,CCN[C@]1(c2cccs2)CCCCC1=O,0,0,0,0,0
M142263,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0,0,0,0,0
M148114,CC(=O)c1cc2c(cc1NC(=O)c1c(-c3ccccc3)noc1C)OCO2,1,1,1,0,1
M899585,CCOC(=O)CSc1nc(-c2ccccc2)nc2ccccc12,1,1,1,0,0
M543719,CCc1c2c(nc3ccc(OC)cc13)OC(C)C2,1,0,0,0,0
M794138,CCN(CC)CCn1ncc2c(N)ncnc21,0,0,0,0,0
M199685,OC[C@@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@@H](O)[C@H]1O,0,0,0,0,0
M344677,CCOC(=O)c1cnc(-c2ccccc2)nc1Oc1ccc(Cl)c(Cl)c1,1,0,0,0,0
M518529,COC(=O)CCCC(=O)O,0,0,0,0,0
M595756,Cc1ccc(C(=O)Nc2ccc(Cc3ccncc3)cc2)cc1[N+](=O)[O-],1,1,1,1,1
M588855,O=C1C=C[C@@H](O)[C@@H]2[C@@H]1CC[C@H]1C(=O)N(C[C@@H]3CCCO3)C(=O)[C@H]12,0,0,0,0,0
M399580,Cc1nnc(S(=O)(=O)c2ccc(/N=N\c3c(N)nc(N)nc3N)cc2)s1,0,0,0,0,0
M272129,N[C@H](C(=O)O)c1ccc(C(=O)O)cc1,0,0,0,0,0
M464214,CN1CCN(CCCBr)CC1,0,0,0,0,0
M380376,COC(=O)C/C=C\[C@H](C)[C@@H](OC)c1ccccc1Br,0,0,0,0,0
M102664,CCN1C(=O)[C@H]2CC[C@@H]3/C(=N\OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M682866,CC(=O)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,0,0,0,0,0
M431577,COc1ccc(C(CC(=O)Nc2ccc(F)cc2)c2ccccc2)cc1,1,1,1,1,1
M216272,Cc1cnc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)cn1,1,0,0,0,1
M557842,NNC(=O)[C@@H](O)[C@H](O)[C@H](O)CO,0,0,0,0,0
M377257,O=C(OCC(=O)N1CCOCC1)c1ccc(Cl)nc1,0,0,0,0,0
M725183,O=C(CSc1ccc(Cl)cc1)Nc1cccc(-c2nc3ncccc3o2)c1,1,1,1,1,1
M716713,FC(F)(F)c1cccc(Oc2nc(-c3ccccc3)nnc2C(F)(F)F)c1,1,1,1,0,0
M790567,Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,1,1,1,1,1
M951245,CCN1C[C@]2(C)CC[C@@H](O)[C@@]34[C@@H]1[C@H](C[C@@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@@H]2O,0,0,0,0,0
M216568,C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)[C@@H]1CC[C@]2(O)C(=O)CO,0,0,0,0,0
M201840,COc1ccc2c(C)cc(C)nc2n1,1,0,0,0,0
M914859,NCC[C@H](O)C(=O)N[C@H]1C[C@@H](N)[C@@H](O[C@H]2O[C@@H](CN)[C@@H](O)[C@@H](O)[C@@H]2N)[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)[C@@H]1O,0,0,0,0,0
M208710,CC(=O)C(C)=O,0,0,0,0,0
M857261,CCOC(=O)COc1c(OC)cc(Cl)cc1C1Nc2ccccc2C(=O)N1c1ccc(F)cc1,0,1,1,0,0
M118365,O=C(CSc1nc2ccccc2s1)N1c2ccccc2Sc2ccccc21,1,1,1,0,1
M440409,[N-]=[N+]=NCC(N)=O,0,0,0,0,0
M400468,COc1ccc(-c2c(C)[n+]([O-])c3c([n+]2[O-])CCCC3)cc1,0,0,0,0,0
M768000,N#Cc1ccccc1NC(=O)Nc1cccs1,1,0,0,0,0
M853640,Cc1ccc(NC(C#N)c2ccccc2OCc2ccccc2)cc1,1,1,1,0,0
M525117,O=C(/C=C/c1cccc([N+](=O)[O-])c1)NCCN1CCOCC1,0,0,0,0,0
M138117,OCCCNCc1ccncc1,0,0,0,0,0
M516413,C[N+](C)(C)c1ccc([C@H](N)C(=O)O)cc1,0,0,0,0,0
M580051,c1ccc(CSCCc2ccncc2)cc1,1,1,1,1,1
M866585,OC[C@@H]1NC[C@@H](O)[C@H]1O,0,0,0,0,0
M530044,O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,0,0,0,1,0
M946236,O=C(c1cnccn1)N1CCC2(CC1)CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2,0,0,0,1,0
M220334,CCCOc1ccc(OC(=O)c2ccc(Br)o2)cc1,1,1,0,0,0
M988385,O=P(O)(CCP(=O)(O)c1ccccc1)c1ccccc1,0,0,0,0,0
M630599,O=C1OCC(CO)(CO)N=C1NNc1ccc(Cl)c(Cl)c1,1,1,1,1,1
M561726,Cc1ccc(S(=O)(=O)N2CCC(=O)N2)cc1,0,0,0,0,0
M792519,O=C1c2ccccc2[C@@H]([C@@H]2c3ccccc3C(=O)c3cc(Br)ccc32)c2ccc(Br)cc21,1,0,0,0,0
M783028,CCN1C(=O)[C@H]2CC[C@H]3/C(=N\NC(=O)OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M897615,N[C@@H]1C=CC=C(C(=O)O)C1,0,0,0,0,0
M440888,COc1cc2c(cc1OC)[C@H](C)NCC2,0,0,0,0,0
M890696,O=C(NNS(=O)(=O)c1cc(Cl)cc(Cl)c1)c1sccc1-n1cccc1,1,1,1,0,1
M527453,CO[C@H]1COC(=O)[C@H](C)COC(=O)[C@H](C)NC(=O)CC=C[C@H]1C,0,0,0,0,0
M141779,C[C@@](N)(C(=O)O)c1ccc(S(=O)(=O)O)cc1,0,0,0,0,0
M864473,Cc1c(NC(=S)NC(=O)C(c2ccccc2)c2ccccc2)cccc1C(=O)O,0,0,1,0,0
M844165,COc1ccc(CCN2C(=O)C(Oc3ccccc3C)C2c2ccc3c(c2)OCO3)cc1OC,0,1,1,1,1
M644710,C[N+]1(CCCC[N+]2(C)CCCCCCC2)CCCCCCC1,0,0,0,0,0
M530064,N[C@@H](CCCCO)C(=O)O,0,0,0,0,0
M769316,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@]4(O)[C@H](C2)N(CC2CCC2)CC[C@@]314,0,0,0,0,0
M723154,CC(=N)NCCC[C@H](N)C(=O)O,0,0,0,0,0
M421535,C/C=C\C1=C(CO)[C@H](O)[C@H]2O[C@H]2[C@H]1O,0,0,0,0,0
M766710,CCN(CC)C(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1,0,0,0,0,0
M562074,Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc21,1,1,0,1,1
M801188,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,0,0,0,0,0
M166039,COc1ccc2[nH]cc(CCNc3ccnc(-c4ccc(N(C)C)cc4)n3)c2c1,1,1,0,1,1
M627294,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,1,0,0,0,1
M827046,CC(=O)N1CCC2(CC1)CN(c1ccccn1)C2,0,0,0,0,0
M495348,Cc1nc(/N=N\c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])c(COP(=O)([O-])[O-])c(C=O)c1O,0,0,0,0,0
M342784,CCOc1cc(/C=C2/NC(=O)N(CC(=O)Nc3cccc(C)c3)C2=O)ccc1OC,0,0,0,0,1
M156182,CCOc1ccc(C(=O)NN2C(=O)C3C4C=CC(O4)C3C2=O)cc1,0,0,0,0,0
M188816,NC[C@@H](O)CSP(=O)(O)O,0,0,0,0,0
M706799,O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,1,0,1,0,1
M348316,COc1ccccc1-c1nnc(SCc2nc3ccccc3s2)n1C,1,1,0,0,1
M884267,CC1(C)OCC([C@H](O)C2=CCCCC2=O)CO1,0,0,0,0,0
M229766,Nc1nc(O)cc(N2CCOCC2)n1,0,0,0,0,0
M638000,CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@@H]12,0,0,0,0,0
M227200,c1ccc(-c2ccc(-c3ccc(C4=NCCN4)cc3)o2)cc1,1,0,0,0,0
M496295,CC1CCN(C(=O)CN(C)S(=O)(=O)c2cccc3nsnc23)CC1,0,1,0,0,1
M431554,Cc1noc(C)c1-c1cc(N2CCNCC2)ncn1,1,0,0,0,0
M892218,COC(Cc1nnc(S)n1C)OC,0,0,0,0,0
M982858,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,0,0,0,0,0
M187508,CCNCCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,0,0
M696597,On1c(-c2ccccc2)nc2ccc(Cl)cc21,1,1,1,0,0
M973847,Cc1cccc(OCCSCc2nc3ccccc3[nH]2)c1,1,1,1,1,1
M481827,O=C1c2ccccc2C(=O)N1CCCCN(C(=O)c1cccc([N+](=O)[O-])c1)c1ccc(Cl)cc1,0,1,1,0,1
M860542,CON1C(=O)C(=O)N(OC)C2CCCCC21,0,0,0,0,0
M629530,Cc1ccccc1NC(=O)c1cnc(Nc2nc3ccccc3s2)nc1C,0,0,0,0,0
M363510,O=C(O)[C@H]1[C@@H]2C=C[C@H](O2)[C@@H]1C(=O)NCc1cccnc1,0,0,0,0,0
M601390,COc1c(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@H](NC(C)=O)CC2,0,0,0,0,0
M817061,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,0,1,0,1
M286285,C[C@@H]1C(=O)N(C)C(=O)c2[nH]cnc21,0,0,0,0,0
M552149,C/C(=N\NC(=S)Nc1cccc(C)c1)c1ccccc1,1,1,1,0,1
M471145,O=C(c1cnccn1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0,0,0,1,0
M858988,O=C(O)c1cc(C(=O)O)cc(N2C(=O)c3ccccc3C2=O)c1,0,0,0,0,0
M985413,COc1ccc(F)cc1S(=O)(=O)NC(Cc1ccccc1)C(N)=O,0,1,0,0,1
M560348,CCOC(=O)O[C@@H](C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccccc3)[C@H]2SC1(C)C,0,0,0,0,1
M759911,COc1cc2ccc([C@H](C)NCC#N)cc2cc1OC,1,0,0,0,0
M361577,CN(CC(=O)O)Cc1c[nH]c2ccccc12,0,0,0,0,0
M163306,O=C(O)Cc1ccc(O)c(O)c1,0,0,0,0,0
M960676,CC(C)Nc1nc(Oc2ccc(Cl)cc2)cc(C(F)(F)F)n1,1,1,1,0,0
M136193,COC(=O)Cn1c(C(=O)N2CCCC2)cc2c1C[C@H]1CN(C(=O)c3ccccc3)[C@@](Cc3ccccc3)(C(=O)OC)[C@@H]21,0,1,1,0,1
M324879,CS(=O)(=O)N1CCC2(CCN(Cc3nccs3)CC2)CC1,0,0,0,0,0
M503384,C/C(=C1/SC(N2CCCC2)=NC1=O)c1ccc(Br)cc1,1,1,1,0,0
M489948,CCC(Sc1ncccc1C(=O)O)C(=O)N1CCOCC1,0,0,0,0,0
